학교ID,학교명,학교급구분,소재지도로명주소,생성일자,변경일자,위도,경도
B000006205,남원서원초등학교,초등학교,전라북도 남원시 대산면 남문로 109,2013-11-29,2019-09-10,35.4050737,127.3440412
B000006206,김제북초등학교,초등학교,전라북도 김제시 콩쥐팥쥐로 306-56,2013-11-29,2019-09-10,35.8151814,126.9341176
B000006207,백석초등학교,초등학교,전라북도 김제시 백산로 54,2013-11-29,2019-09-10,35.828899,126.8937207
B000006208,월성초등학교,초등학교,전라북도 김제시 봉황로 1020,2013-11-29,2019-09-10,35.7602505,126.9102193
B000006209,월촌초등학교,초등학교,전라북도 김제시 입석7길 119,2013-11-29,2019-09-10,35.7890221,126.8678314
B000006210,김제검산초등학교,초등학교,전라북도 김제시 도작로 122,2013-11-29,2019-09-10,35.8059411,126.89987
B000006211,김제동초등학교,초등학교,전라북도 김제시 중앙13길 18,2013-11-29,2019-09-10,35.7953249,126.9012665
B000006212,김제중앙초등학교,초등학교,전라북도 김제시 동서로 193,2013-11-29,2019-09-10,35.8019398,126.8894269
B000006213,김제초등학교,초등학교,전라북도 김제시 서낭당길 31,2013-11-29,2019-09-10,35.8019008,126.8867755
B000006214,청하초등학교,초등학교,전라북도 김제시 청하면 대청4길 25,2013-11-29,2019-09-10,35.8929102,126.8591489
B000006215,만경초등학교,초등학교,전라북도 김제시 만경읍 능제2길 2,2013-11-29,2019-09-10,35.8546673,126.8227575
B000006216,벽량초등학교,초등학교,전라북도 김제시 부량면 대평2길 99,2013-11-29,2019-09-10,35.7302815,126.8474458
B000006217,죽산초등학교,초등학교,전라북도 김제시 죽산면 죽산2길 13,2013-11-29,2019-09-10,35.7729508,126.8168568
B000006218,성덕초등학교,초등학교,전라북도 김제시 성덕면 대석로 75,2013-11-29,2019-09-10,35.8198451,126.8074853
B000006219,광활초등학교,초등학교,전라북도 김제시 광활면 광활11길 37,2013-11-29,2019-09-10,35.8343552,126.7405013
B000006220,진봉초등학교,초등학교,전라북도 김제시 진봉면 진봉로 302,2013-11-29,2019-09-10,35.8471566,126.7830896
B000006221,심창초등학교,초등학교,전라북도 김제시 진봉면 지평선로 1295,2013-11-29,2019-09-10,35.8581374,126.7212736
B000006222,종정초등학교,초등학교,전라북도 김제시 백산면 종정1길 143,2013-11-29,2019-09-10,35.8521608,126.9052023
B000006223,난산초등학교,초등학교,전라북도 김제시 백구면 금백로 1213,2013-11-29,2019-09-10,35.8772094,126.9951443
B000006224,백구초등학교,초등학교,전라북도 김제시 백구면 석담2길 36,2013-11-29,2019-09-10,35.8864313,126.9703768
B000006225,치문초등학교,초등학교,전라북도 김제시 백구면 유강11길 43,2013-11-29,2019-09-10,35.9063633,126.9362384
B000006226,부용초등학교,초등학교,전라북도 김제시 백구면 황토로 1030,2013-11-29,2019-09-10,35.8764993,126.9515114
B000006227,공덕초등학교,초등학교,전라북도 김제시 공덕면 공덕로 248,2013-11-29,2019-09-10,35.8945855,126.9117481
B000006228,황강초등학교,초등학교,전라북도 김제시 공덕면 유강4길 94,2013-11-29,2019-09-10,35.876195,126.9247351
B000006229,남양초등학교,초등학교,전라북도 김제시 황산면 남산로 366,2013-11-29,2019-09-10,35.7834566,126.9750472
B000006230,황산초등학교,초등학교,전라북도 김제시 황산면 용마로 75,2013-11-29,2019-09-10,35.7962095,126.9436473
B000006231,금구초등학교,초등학교,전라북도 김제시 금구면 금구로 40,2013-11-29,2019-09-10,35.7744156,127.0124187
B000006232,청운초등학교,초등학교,전라북도 김제시 금구면 황토로 168-30,2013-11-29,2019-09-10,35.810417,126.9829952
B000006233,봉남초등학교,초등학교,전라북도 김제시 봉남면 조양1길 11,2013-11-29,2019-09-10,35.7631557,126.951519
B000006234,초처초등학교,초등학교,전라북도 김제시 봉남면 초처로 233,2013-11-29,2019-09-10,35.738587,126.9548912
B000006235,금산초등학교,초등학교,전라북도 김제시 금산면 모악로 383,2013-11-29,2019-09-10,35.7206258,127.0319717
B000006237,금남초등학교,초등학교,전라북도 김제시 금산면 송율길 239-8,2013-11-29,2019-09-10,35.7435453,126.9950414
B000006238,원평초등학교,초등학교,전라북도 김제시 금산면 원평로 101,2013-11-29,2019-09-10,35.7181765,126.9941078
B000006239,용지초등학교,초등학교,전라북도 김제시 용지면 용지로 432,2013-11-29,2019-09-10,35.8519576,126.9538812
B000006240,비룡초등학교,초등학교,전라북도 김제시 용지면 금백로 845-7,2013-11-29,2019-09-10,35.84409,126.9894828
B000006241,용동초등학교,초등학교,전라북도 김제시 용지면 용덕길 36,2013-11-29,2019-09-10,35.8543404,127.0028628
B000006242,삼례중앙초등학교,초등학교,전라북도 완주군 삼례읍 웃삼례길 17-10,2013-11-29,2019-09-10,35.919522,127.0812861
B000006243,삼례동초등학교,초등학교,전라북도 완주군 삼례읍 구와로 13,2013-11-29,2019-09-10,35.9206141,127.1056571
B000006244,삼례초등학교,초등학교,전라북도 완주군 삼례읍 후정로 30,2013-11-29,2019-09-10,35.9102621,127.0688176
B000006245,청완초등학교,초등학교,전라북도 완주군 봉동읍 삼봉로 541,2013-11-29,2019-09-10,35.9278475,127.1264242
B000006246,봉성초등학교,초등학교,전라북도 완주군 봉동읍 신덕성덕길 58-17,2013-11-29,2019-09-10,35.9228699,127.1543968
B000006247,용봉초등학교,초등학교,전라북도 완주군 봉동읍 완주로 449,2013-11-29,2019-09-10,35.9058462,127.155801
B000006248,봉서초등학교,초등학교,전라북도 완주군 봉동읍 원둔산6길 5,2013-11-29,2019-09-10,35.9629889,127.1252092
B000006249,봉동초등학교,초등학교,전라북도 완주군 봉동읍 봉동동서로 105,2013-11-29,2019-09-10,35.9386171,127.1629935
B000006250,간중초등학교,초등학교,전라북도 완주군 용진읍 간중길 39,2013-11-29,2019-09-10,35.891134,127.1814073
B000006251,용진초등학교,초등학교,전라북도 완주군 용진읍 상삼1길 52,2013-11-29,2019-09-10,35.8572901,127.1763679
B000006252,대덕초등학교,초등학교,전라북도 완주군 구이면 구이로 641,2013-11-29,2019-09-10,35.660914,127.1104518
B000006253,청명초등학교,초등학교,전라북도 완주군 구이면 구이로 1712,2013-11-29,2019-09-10,35.7513597,127.1254214
B000006254,태봉초등학교,초등학교,전라북도 완주군 구이면 덕평로 289,2013-11-29,2019-09-10,35.7456193,127.1494516
B000006255,구이초등학교,초등학교,전라북도 완주군 구이면 구이로 1357,2013-11-29,2019-09-10,35.7208393,127.1191334
B000006256,남관초등학교,초등학교,전라북도 완주군 상관면 마자길 7,2013-11-29,2019-09-10,35.7232137,127.2332001
B000006257,상관초등학교,초등학교,전라북도 완주군 상관면 신리로 115,2013-11-29,2019-09-10,35.7722295,127.2059245
B000006258,송광초등학교,초등학교,전라북도 완주군 소양면 송광새터길 16-3,2013-11-29,2019-09-10,35.8855789,127.2452285
B000006259,소양서초등학교,초등학교,전라북도 완주군 소양면 명덕로 38,2013-11-29,2019-09-10,35.8596706,127.2106093
B000006260,동양초등학교,초등학교,전라북도 완주군 소양면 전진로 1059,2013-11-29,2019-09-10,35.8440057,127.2708224
B000006261,소양초등학교,초등학교,전라북도 완주군 소양면 소양로 239,2013-11-29,2019-09-10,35.8569126,127.2347657
B000006262,이성초등학교,초등학교,전라북도 완주군 이서면 대문안1길 23,2013-11-29,2019-09-10,35.79751,127.0450394
B000006263,이서초등학교,초등학교,전라북도 완주군 이서면 이서로 76,2013-11-29,2019-09-10,35.8200005,127.0248728
B000006264,삼우초등학교,초등학교,전라북도 완주군 고산면 천호로 27-16,2013-11-29,2019-09-10,35.9672655,127.180539
B000006265,고산초등학교,초등학교,전라북도 완주군 고산면 고산로 153,2013-11-29,2019-09-10,35.9756298,127.2140941
B000006266,비봉초등학교,초등학교,전라북도 완주군 비봉면 비봉소농길 40,2013-11-29,2019-09-10,35.9983449,127.1391111
B000006267,화산초등학교,초등학교,전라북도 완주군 화산면 화산로 830,2013-11-29,2019-09-10,36.0351454,127.2041422
B000006268,운주초등학교,초등학교,전라북도 완주군 운주면 운주로 107,2013-11-29,2019-09-10,36.09215576,127.2779163
B000006269,가천초등학교,초등학교,전라북도 완주군 경천면 경가천길 148-9,2013-11-29,2019-09-10,36.0330234,127.2640488
B000006271,동상초등학교,초등학교,전라북도 완주군 동상면 대아저수로 1525,2013-11-29,2019-09-10,35.957954,127.2937521
B000006272,오천초등학교,초등학교,전라북도 진안군 진안읍 죽산로 5,2013-11-29,2019-09-10,35.7763117,127.4931408
B000006273,진안중앙초등학교,초등학교,전라북도 진안군 진안읍 학천변길 37-6,2013-11-29,2019-09-10,35.7950697,127.4359301
B000006274,진안초등학교,초등학교,전라북도 진안군 진안읍 중앙로 55,2013-11-29,2019-09-10,35.7909594,127.4244783
B000006275,조림초등학교,초등학교,전라북도 진안군 정천면 봉학로 52,2013-11-29,2019-09-10,35.8722316,127.4305045
B000006276,주천초등학교,초등학교,전라북도 진안군 주천면 동상주천로 2225,2013-11-29,2019-09-10,35.97641771,127.4262608
B000006277,안천초등학교,초등학교,전라북도 진안군 안천면 진무로 3071-9,2013-11-29,2019-09-10,35.900409,127.5599226
B000006278,동향초등학교,초등학교,전라북도 진안군 동향면 하양지1길 5,2013-11-29,2019-09-10,35.8398574,127.5666753
B000006279,마령초등학교,초등학교,전라북도 진안군 마령면 임진로 2122,2013-11-29,2019-09-10,35.7354472,127.3699825
B000006280,백운초등학교,초등학교,전라북도 진안군 백운면 임진로 1340-8,2013-11-29,2019-09-10,35.6913743,127.3984807
B000006281,외궁초등학교,초등학교,전라북도 진안군 성수면 가외반로 498,2013-11-29,2019-09-10,35.7072916,127.325292
B000006282,부귀초등학교,초등학교,전라북도 진안군 부귀면 부귀로 313-9,2013-11-29,2019-09-10,35.8377321,127.3611554
B000006283,장승초등학교,초등학교,전라북도 진안군 부귀면 곰티로 1287,2013-11-29,2019-09-10,35.7989879,127.334757
B000006284,송풍초등학교,초등학교,전라북도 진안군 용담면 안용로 1005,2013-11-29,2019-09-10,35.9652057,127.518229
B000006285,무주초등학교,초등학교,전라북도 무주군 무주읍 향한로 43,2013-11-29,2019-09-10,36.01027827,127.6603159
B000006286,무주중앙초등학교,초등학교,전라북도 무주군 무주읍 향학로 87,2013-11-29,2019-09-10,36.0127602,127.664189
B000006287,설천초등학교,초등학교,전라북도 무주군 설천면 무설로 1599,2013-11-29,2019-09-10,36.0092897,127.7894223
B000006288,무풍초등학교,초등학교,전라북도 무주군 무풍면 대덕산로 926,2013-11-29,2019-09-10,35.9676387,127.8482782
B000006289,적상초등학교,초등학교,전라북도 무주군 적상면 삼가로 16,2013-11-29,2019-09-10,35.9319655,127.6558513
B000006290,안성초등학교,초등학교,전라북도 무주군 안성면 칠연로 58,2013-11-29,2019-09-10,35.8656328,127.6552014
B000006291,구천초등학교,초등학교,전라북도 무주군 설천면 구천동로 898,2013-11-29,2019-09-10,35.9092373,127.7777178
B000006292,괴목초등학교,초등학교,전라북도 무주군 적상면 괴목로 536-4,2013-11-29,2019-09-10,35.9474252,127.7162636
B000006293,부남초등학교,초등학교,전라북도 무주군 부남면 대소길 10,2013-11-29,2019-09-10,35.9730235,127.5597288
B000006294,부당초등학교,초등학교,전라북도 무주군 부남면 부남로 1785,2013-11-29,2019-09-10,36.0154999,127.5802591
B000006295,수남초등학교,초등학교,전라북도 장수군 장수읍 장수로 1898,2013-11-29,2019-09-10,35.6249883,127.5076886
B000006296,장수초등학교,초등학교,전라북도 장수군 장수읍 향교길 11-8,2013-11-29,2019-09-10,35.6485146,127.5222458
B000006297,번암초등학교,초등학교,전라북도 장수군 번암면 동강길 21,2013-11-29,2019-09-10,35.53434774,127.5470431
B000006298,산서초등학교,초등학교,전라북도 장수군 산서면 동백로 7,2013-11-29,2019-09-10,35.5873752,127.3949825
B000006299,계남초등학교,초등학교,전라북도 장수군 계남면 조곡길 1,2013-11-29,2019-09-10,35.7020266,127.578613
B000006300,장계초등학교,초등학교,전라북도 장수군 장계면 한들로 69,2013-11-29,2019-09-10,35.7320737,127.5816783
B000006301,천천초등학교,초등학교,전라북도 장수군 천천면 송탄로 22,2013-11-29,2019-09-10,35.7358293,127.5335668
B000006302,계북초등학교,초등학교,전라북도 장수군 계북면 문성길 7,2013-11-29,2019-09-10,35.7873713,127.6172303
B000006304,임실기림초등학교,초등학교,전라북도 임실군 임실읍 봉황로 369,2013-11-29,2019-09-10,35.6286609,127.290106
B000006305,임실초등학교,초등학교,전라북도 임실군 임실읍 봉황로 64-12,2013-11-29,2019-09-10,35.6079108,127.2716441
B000006306,관촌초등학교,초등학교,전라북도 임실군 관촌면 사선6길 11,2013-11-29,2019-09-10,35.6768261,127.270834
B000006307,대리초등학교,초등학교,전라북도 임실군 신평면 대리로 187,2013-11-29,2019-09-10,35.65975823,127.2699253
B000006308,신평초등학교,초등학교,전라북도 임실군 신평면 가덕로 683,2013-11-29,2019-09-10,35.6575792,127.2267996
B000006309,신덕초등학교,초등학교,전라북도 임실군 신덕면 수지로 56,2013-11-29,2019-09-10,35.6827851,127.176254
B000006310,마암초등학교,초등학교,전라북도 임실군 운암면 마암2길 84,2013-11-29,2019-09-10,35.60282,127.1046698
B000006311,운암초등학교,초등학교,전라북도 임실군 운암면 상운길 12,2013-11-29,2019-09-10,35.6638494,127.1568969
B000006312,청웅초등학교,초등학교,전라북도 임실군 청웅면 청웅로 188,2013-11-29,2019-09-10,35.5714804,127.204394
B000006313,갈담초등학교,초등학교,전라북도 임실군 강진면 호국로 65,2013-11-29,2019-09-10,35.5318041,127.1652351
B000006314,덕치초등학교,초등학교,전라북도 임실군 덕치면 인덕로 1217,2013-11-29,2019-09-10,35.4961021,127.1482971
B000006315,성수초등학교,초등학교,전라북도 임실군 성수면 임진로 189,2013-11-29,2019-09-10,35.6297244,127.3305779
B000006316,오수초등학교,초등학교,전라북도 임실군 오수면 충효로 2059,2013-11-29,2019-09-10,35.5427998,127.3279992
B000006317,삼계초등학교,초등학교,전라북도 임실군 삼계면 삼계1길 20-3,2013-11-29,2019-09-10,35.507042,127.2772046
B000006318,지사초등학교,초등학교,전라북도 임실군 지사면 방계3길 10,2013-11-29,2019-09-10,35.5639632,127.3564884
B000006319,옥천초등학교,초등학교,전라북도 순창군 순창읍 순창6길 33,2013-11-29,2019-09-10,35.37303205,127.1464918
B000006320,순창중앙초등학교,초등학교,전라북도 순창군 순창읍 장류로 385,2013-11-29,2019-09-10,35.3770931,127.1450944
B000006321,순창초등학교,초등학교,전라북도 순창군 순창읍 순창7길 40,2013-11-29,2019-09-10,35.374974,127.1387568
B000006322,적성초등학교,초등학교,전라북도 순창군 적성면 적성로 149-7,2013-11-29,2019-09-10,35.3987101,127.2101548
B000006323,동계초등학교,초등학교,전라북도 순창군 동계면 동계로 35,2013-11-29,2019-09-10,35.440777,127.2400766
B000006324,유등초등학교,초등학교,전라북도 순창군 유등면 유등로 413,2013-11-29,2019-09-10,35.3620087,127.1885228
B000006325,풍산초등학교,초등학교,전라북도 순창군 풍산면 금풍로 997-10,2013-11-29,2019-09-10,35.3371486,127.1381113
B000006326,금과초등학교,초등학교,전라북도 순창군 금과면 신매우1길 11,2013-11-29,2019-09-10,35.3393831,127.0875017
B000006327,팔덕초등학교,초등학교,전라북도 순창군 팔덕면 강천로 328,2013-11-29,2019-09-10,35.392681,127.097086
B000006328,구림초등학교,초등학교,전라북도 순창군 구림면 방화로 6,2013-11-29,2019-09-10,35.4531678,127.1010674
B000006329,복흥초등학교,초등학교,전라북도 순창군 복흥면 정산로 12,2013-11-29,2019-09-10,35.4309402,126.9324705
B000006330,쌍치초등학교,초등학교,전라북도 순창군 쌍치면 반계길 40,2013-11-29,2019-09-10,35.5018537,127.0029661
B000006331,인계초등학교,초등학교,전라북도 순창군 인계면 인성로 162-7,2013-11-29,2019-09-10,35.4144141,127.158924
B000006332,동산초등학교,초등학교,전라북도 순창군 복흥면 동산길 17,2013-11-29,2019-09-10,35.4557541,126.9205033
B000006333,시산초등학교,초등학교,전라북도 순창군 쌍치면 시산길 45,2013-11-29,2019-09-10,35.4918004,126.9806072
B000006334,고창초등학교,초등학교,전라북도 고창군 고창읍 중앙로 259,2013-11-29,2019-09-10,35.4362402,126.703592
B000006335,고창남초등학교,초등학교,전라북도 고창군 고창읍 중거리당산로 111,2013-11-29,2019-09-10,35.4292943,126.6977832
B000006336,성내초등학교,초등학교,전라북도 고창군 성내면 시기2길 2,2013-11-29,2019-09-10,35.5380547,126.7447784
B000006337,흥덕초등학교,초등학교,전라북도 고창군 흥덕면 흥덕초등길 13,2013-11-29,2019-09-10,35.5190178,126.7014483
B000006338,신림초등학교,초등학교,전라북도 고창군 신림면 동법지길 61,2013-11-29,2019-09-10,35.4942484,126.7001219
B000006339,고수초등학교,초등학교,전라북도 고창군 고수면 고수로 93,2013-11-29,2019-09-10,35.4044999,126.6858952
B000006340,성송초등학교,초등학교,전라북도 고창군 성송면 백토1길 10,2013-11-29,2019-09-10,35.3563499,126.6441809
B000006341,대산초등학교,초등학교,전라북도 고창군 대산면 장자산로 669,2013-11-29,2019-09-10,35.328693,126.5641955
B000006342,매산초등학교,초등학교,전라북도 고창군 대산면 매산초등길 22,2013-11-29,2019-09-10,35.3404103,126.5952763
B000006343,선동초등학교,초등학교,전라북도 고창군 공음면 청보리로 1010,2013-11-29,2019-09-10,35.3680833,126.5564041
B000006344,공음초등학교,초등학교,전라북도 고창군 공음면 공음길 20,2013-11-29,2019-09-10,35.3767727,126.5115326
B000006345,무장초등학교,초등학교,전라북도 고창군 무장면 무장초등길 24,2013-11-29,2019-09-10,35.4151749,126.5642669
B000006346,동호초등학교,초등학교,전라북도 고창군 해리면 신동호길 18,2013-11-29,2019-09-10,35.5077337,126.4943696
B000006347,해리초등학교,초등학교,전라북도 고창군 해리면 해리중앙로 152,2013-11-29,2019-09-10,35.4658039,126.535777
B000006348,상하초등학교,초등학교,전라북도 고창군 상하면 상하1길 36,2013-11-29,2019-09-10,35.44443318,126.4880355
B000006349,심원초등학교,초등학교,전라북도 고창군 심원면 심원로 229,2013-11-29,2019-09-10,35.5250774,126.5522008
B000006350,대아초등학교,초등학교,전라북도 고창군 아산면 녹두로 776,2013-11-29,2019-09-10,35.4395454,126.6336351
B000006351,아산초등학교,초등학교,전라북도 고창군 아산면 영모정길 45,2013-11-29,2019-09-10,35.48332379,126.6054629
B000006352,부안초등학교,초등학교,전라북도 고창군 부안면 복분자로 806,2013-11-29,2019-09-10,35.5120087,126.6634006
B000006353,봉암초등학교,초등학교,전라북도 고창군 부안면 인촌로 505,2013-11-29,2019-09-10,35.5583265,126.6276608
B000006354,가평초등학교,초등학교,전라북도 고창군 신림면 가평로 472,2013-11-29,2019-09-10,35.4776065,126.7387525
B000006355,부안초등학교,초등학교,전라북도 부안군 부안읍 부풍로 29,2013-11-29,2019-09-10,35.728962,126.7336644
B000006356,부안남초등학교,초등학교,전라북도 부안군 부안읍 연곡로 7,2013-11-29,2019-09-10,35.7018617,126.7344721
B000006357,부안동초등학교,초등학교,전라북도 부안군 부안읍 석정로 313,2013-11-29,2019-09-10,35.7168755,126.7385239
B000006358,동진초등학교,초등학교,전라북도 부안군 동진면 동진로 145,2013-11-29,2019-09-10,35.7530297,126.742948
B000006359,동북초등학교,초등학교,전라북도 부안군 동진면 제전길 63,2013-11-29,2019-09-10,35.7753065,126.730823
B000006360,계화초등학교,초등학교,전라북도 부안군 계화면 계화로 475,2013-11-29,2019-09-10,35.7855748,126.6378361
B000006361,창북초등학교,초등학교,전라북도 부안군 계화면 창북중앙길 115,2013-11-29,2019-09-10,35.7617193,126.6939951
B000006362,행안초등학교,초등학교,전라북도 부안군 행안면 월륜길 18,2013-11-29,2019-09-10,35.71951,126.7167043
B000006363,하서초등학교,초등학교,전라북도 부안군 하서면 서당로 99,2013-11-29,2019-09-10,35.720352,126.6491284
B000006364,백련초등학교,초등학교,전라북도 부안군 하서면 변산로 1203,2013-11-29,2019-09-10,35.7080716,126.600574
B000006365,장신초등학교,초등학교,전라북도 부안군 하서면 석불로 68,2013-11-29,2019-09-10,35.717402,126.6266572
B000006366,격포초등학교,초등학교,전라북도 부안군 변산면 격포윗길 11,2013-11-29,2019-09-10,35.6260007,126.4744606
B000006367,변산초등학교,초등학교,전라북도 부안군 변산면 지서1길 11,2013-11-29,2019-09-10,35.6630913,126.5284148
B000006368,우덕초등학교,초등학교,전라북도 부안군 상서면 부안로 1971,2013-11-29,2019-09-10,35.6839592,126.6767024
B000006369,상서초등학교,초등학교,전라북도 부안군 상서면 고인돌로 314,2013-11-29,2019-09-10,35.7079075,126.6585775
B000006370,영전초등학교,초등학교,전라북도 부안군 보안면 부안로 1158,2013-11-29,2019-09-10,35.6120881,126.6694371
B000006371,줄포초등학교,초등학교,전라북도 부안군 줄포면 줄포초교길 16,2013-11-29,2019-09-10,35.5918286,126.6813292
B000006372,곰소초등학교,초등학교,전라북도 부안군 진서면 작도길 7,2013-11-29,2019-09-10,35.595699,126.5997652
B000006373,주산초등학교,초등학교,전라북도 부안군 주산면 주산초교길 86-11,2013-11-29,2019-09-10,35.6664817,126.7146555
B000006374,백룡초등학교,초등학교,전라북도 부안군 백산면 시기길 15,2013-11-29,2019-09-10,35.7187286,126.8106685
B000006375,백산초등학교,초등학교,전라북도 부안군 백산면 백산로 306-7,2013-11-29,2019-09-10,35.70207584,126.7881055
B000006376,위도초등학교,초등학교,전라북도 부안군 위도면 진리잔등로 113-3,2013-11-29,2019-09-10,35.5958045,126.2925915
B000006379,목포서산초등학교,초등학교,전라남도 목포시 유달로 28,2013-11-29,2019-09-10,34.78246987,126.3742843
B000006380,목포유달초등학교,초등학교,전라남도 목포시 영산로10번길 10,2013-11-29,2019-09-10,34.7857738,126.3788421
B000006381,목포남초등학교,초등학교,전라남도 목포시 산정로21번길 22,2013-11-29,2019-09-10,34.7914402,126.391306
B000006382,목포중앙초등학교,초등학교,전라남도 목포시 청호로 11,2013-11-29,2019-09-10,34.7957133,126.3857128
B000006383,목포북교초등학교,초등학교,전라남도 목포시 수문로 83,2013-11-29,2019-09-10,34.796103,126.377662
B000006384,목포대성초등학교,초등학교,전라남도 목포시 청호로 79,2013-11-29,2019-09-10,34.7997027,126.3800675
B000006385,목포산정초등학교,초등학교,전라남도 목포시 산대로 26,2013-11-29,2019-09-10,34.80177558,126.3894723
B000006386,목포연동초등학교,초등학교,전라남도 목포시 연동로17번길 9,2013-11-29,2019-09-10,34.7967674,126.3943178
B000006387,목포서부초등학교,초등학교,전라남도 목포시 원산로 27,2013-11-29,2019-09-10,34.8032643,126.3716458
B000006388,목포용호초등학교,초등학교,전라남도 목포시 용당로 139,2013-11-29,2019-09-10,34.799725,126.4006277
B000006389,목포서해초등학교,초등학교,전라남도 목포시 연산로 148,2013-11-29,2019-09-10,34.8101595,126.3812213
B000006390,목포연산초등학교,초등학교,전라남도 목포시 원산중앙로 88,2013-11-29,2019-09-10,34.8111259,126.3808297
B000006391,목포대연초등학교,초등학교,전라남도 목포시 용당로 374,2013-11-29,2019-09-10,34.82076628,126.3989159
B000006392,목포한빛초등학교,초등학교,전라남도 목포시 교육로66번길 22,2013-11-29,2019-09-10,34.8033652,126.422414
B000006393,목포하당초등학교,초등학교,전라남도 목포시 백년대로307번길 27,2013-11-29,2019-09-10,34.80647,126.4189996
B000006394,목포상동초등학교,초등학교,전라남도 목포시 상동로21번길 73,2013-11-29,2019-09-10,34.8139386,126.4117675
B000006395,목포애향초등학교,초등학교,전라남도 목포시 당가두로38번길 23,2013-11-29,2019-09-10,34.809027,126.4419086
B000006396,목포영산초등학교,초등학교,전라남도 목포시 남악1로16번길 25,2013-11-29,2019-09-10,34.8080101,126.450195
B000006397,목포옥암초등학교,초등학교,전라남도 목포시 남악1로52번길 68-3,2013-11-29,2019-09-10,34.8115415,126.4528731
B000006398,목포미항초등학교,초등학교,전라남도 목포시 미항로 211,2013-11-29,2019-09-10,34.8012847,126.4394531
B000006399,목포부영초등학교,초등학교,전라남도 목포시 통일대로75번길 24,2013-11-29,2019-09-10,34.8034707,126.4333539
B000006400,목포동초등학교,초등학교,전라남도 목포시 산정로 245,2013-11-29,2019-09-10,34.8096559,126.3874167
B000006401,목포삼학초등학교,초등학교,전라남도 목포시 남해로39번길 8,2013-11-29,2019-09-10,34.7914016,126.4008934
B000006402,목포항도초등학교,초등학교,전라남도 목포시 텃골로33번길 94-8,2013-11-29,2019-09-10,34.816101,126.4156029
B000006403,목포신흥초등학교,초등학교,전라남도 목포시 교육로 10,2013-11-29,2019-09-10,34.7995021,126.4247954
B000006404,목포임성초등학교,초등학교,전라남도 목포시 신지마을1길 41,2013-11-29,2019-09-10,34.8249845,126.4360203
B000006405,목포석현초등학교,초등학교,전라남도 목포시 옥암로186번길 20,2013-11-29,2019-09-10,34.8148246,126.4246612
B000006406,목포청호초등학교,초등학교,전라남도 목포시 옥암로96번길 25,2013-11-29,2019-09-10,34.8096743,126.4275963
B000006407,목포이로초등학교,초등학교,전라남도 목포시 이로로9번길 3,2013-11-29,2019-09-10,34.8050851,126.4065794
B000006408,목포용해초등학교,초등학교,전라남도 목포시 포미로 35,2013-11-29,2019-09-10,34.8187044,126.3966028
B000006410,목포유달초등학교달리분교장,초등학교,전라남도 목포시 달리길157번길 35,2013-11-29,2019-09-10,34.7747195,126.31383
B000006412,죽림초등학교,초등학교,전라남도 여수시 소라면 죽림로 60,2013-11-29,2019-09-10,34.7660752,127.6379436
B000006413,여수종고초등학교,초등학교,전라남도 여수시 공화북6길 52,2013-11-29,2019-09-10,34.74985039,127.7436514
B000006414,여수동초등학교,초등학교,전라남도 여수시 진남로 151,2013-11-29,2019-09-10,34.74702082,127.7405596
B000006415,여수중앙초등학교,초등학교,전라남도 여수시 하멜로 35,2013-11-29,2019-09-10,34.74109442,127.7445077
B000006416,여수남산초등학교,초등학교,전라남도 여수시 남산북10길 8,2013-11-29,2019-09-10,34.7372143,127.7301254
B000006417,여수서초등학교,초등학교,전라남도 여수시 서교1길 29,2013-11-29,2019-09-10,34.74079032,127.7249893
B000006418,여수봉산초등학교,초등학교,전라남도 여수시 봉산새철4길 28,2013-11-29,2019-09-10,34.7352364,127.7273277
B000006419,여수남초등학교,초등학교,전라남도 여수시 어항로 22,2013-11-29,2019-09-10,34.7310138,127.7197656
B000006420,여수구봉초등학교,초등학교,전라남도 여수시 구봉산길 51,2013-11-29,2019-09-10,34.73654129,127.7148978
B000006421,여수신월초등학교,초등학교,전라남도 여수시 신월로 614,2013-11-29,2019-09-10,34.7272049,127.7139563
B000006422,여수문수초등학교,초등학교,전라남도 여수시 허문정1길 48-5,2013-11-29,2019-09-10,34.7513126,127.6941978
B000006423,여수북초등학교,초등학교,전라남도 여수시 망양로 306,2013-11-29,2019-09-10,34.7778108,127.7428043
B000006424,여수양지초등학교,초등학교,전라남도 여수시 양지1길 21,2013-11-29,2019-09-10,34.7726594,127.7013255
B000006425,여수미평초등학교,초등학교,전라남도 여수시 좌수영로 390,2013-11-29,2019-09-10,34.7649903,127.7060011
B000006426,여수부영초등학교,초등학교,전라남도 여수시 대치3길 27,2013-11-29,2019-09-10,34.7456213,127.7005128
B000006427,여수진남초등학교,초등학교,전라남도 여수시 좌수영로 131,2013-11-29,2019-09-10,34.75258754,127.7268795
B000006428,여수여문초등학교,초등학교,전라남도 여수시 문수로 142-16,2013-11-29,2019-09-10,34.755879,127.7101885
B000006429,여수한려초등학교,초등학교,전라남도 여수시 여문1로 80,2013-11-29,2019-09-10,34.7559583,127.7034586
B000006430,여수좌수영초등학교,초등학교,전라남도 여수시 여문2로 50,2013-11-29,2019-09-10,34.7525957,127.6925307
B000006431,무선초등학교,초등학교,전라남도 여수시 화산2길 31,2013-11-29,2019-09-10,34.77232544,127.6460975
B000006432,시전초등학교,초등학교,전라남도 여수시 망마로 82-17,2013-11-29,2019-09-10,34.7565158,127.6719406
